SaleID,price
200000,1282.1332473879409
200001,1771.5272881409032
200002,7276.21650651566
200003,1288.7481931616574
200004,2013.1633192699687
200005,1655.464391114347
200006,640.9365862866091
200007,3535.462223549771
200008,12529.686424465026
200009,632.9864877850911
200010,674.893970596124
200011,2296.317106859373
200012,4881.2145923158705
200013,6850.303793676782
200014,2594.2945456066577
200015,375.22424488740654
200016,1765.677616724384
200017,8829.492392097613
200018,8200.695157275553
200019,782.0852679419102
200020,24096.57584986484
200021,8066.493936209726
200022,2825.9017030415675
200023,1434.095290231804
200024,1237.9040164645417
200025,8725.475378020523
200026,1009.2236541195414
200027,13147.834537786748
200028,4467.064994726275
200029,8319.467462624958
200030,19334.705249137507
200031,10432.271003514623
200032,613.9486318883734
200033,14505.915896743702
200034,1412.7025172735607
200035,1607.5044462464066
200036,14513.371457677997
200037,6153.354387154385
200038,1322.324249980336
200039,424.15728760965834
200040,996.04340520197
200041,22857.604217919747
200042,559.9160824941189
200043,7452.3166037728415
200044,21939.116155918775
200045,778.3632955341421
200046,17769.327875318086
200047,17085.47258629718
200048,2622.0702910651116
200049,3426.8435452576095
200050,993.7764814891572
200051,4455.583191918472
200052,3259.321145057501
200053,681.3662301700738
200054,14444.118099281459
200055,11760.886022823353
200056,5709.6209306837945
200057,3592.967080275054
200058,1305.2688954071505
200059,5055.273671725951
200060,7298.3437381683025
200061,1662.7329522935418
200062,5506.538347574234
200063,10518.663213298512
200064,1437.8989279746258
200065,1777.653156947941
200066,438.87253173932794
200067,12383.855505621581
200068,291.05899778065043
200069,20252.483694123788
200070,9267.321588064116
200071,926.190466726931
200072,5184.994574745615
200073,18082.027769289518
200074,3789.4033882074596
200075,10650.457482547125
200076,3010.339244488321
200077,1484.0610868559272
200078,450.3308552416746
200079,2729.7100901474805
200080,3812.6476031878137
200081,1964.0910775670473
200082,4084.494012386043
200083,382.5311200184238
200084,1388.7247160047536
200085,2198.714970881562
200086,7593.959582343313
200087,3353.9203474141445
200088,2524.430507809877
200089,32390.527614810173
200090,3176.453816999997
200091,1210.303204631291
200092,2626.8590392734964
200093,18362.475155179647
200094,8080.308076948081
200095,5552.49791824287
200096,2498.5290123661953
200097,1411.1245824677003
200098,605.0205938939192
200099,17454.824068707014
200100,22214.97116958165
200101,8861.736267122953
200102,1676.982649176326
200103,11116.982854555812
200104,5573.6048000658175
200105,3464.706858445216
200106,11329.267229994157
200107,2711.3508170213504
200108,14923.107766408946
200109,8025.507887669461
200110,958.7634683029058
200111,1833.39516208461
200112,1745.1629525597045
200113,1004.7639579387048
200114,2319.5855786288203
200115,1409.9228045864181
200116,13225.390432880515
200117,15572.364909230708
200118,42715.82704908955
200119,301.2372392070643
200120,3249.7968085373445
200121,3309.7980769081787
200122,821.3188143582908
200123,2150.135883040712
200124,54241.490547985035
200125,778.0676618634415
200126,3646.8151515381737
200127,14251.633231928688
200128,1653.0139162053067
200129,5552.49791824287
200130,3763.8398690022086
200131,3001.5493152235063
200132,1470.2086869602647
200133,2793.681654254209
200134,1259.9147233333722
200135,4233.241887017692
200136,3864.1066281387684
200137,1769.2940984995641
200138,10216.21594125099
200139,7010.649553801594
200140,3024.8371350440866
200141,1502.1405027831702
200142,5612.470717510397
200143,8555.114785962274
200144,1600.6588080872884
200145,4920.948717116844
200146,2428.599598949856
200147,3927.2903399293955
200148,2453.4072899564762
200149,646.3156360014426
200150,12015.538752189314
200151,4610.866273721053
200152,809.2950271547072
200153,550.1119959999929
200154,8476.873760826904
200155,2695.61514626052
200156,15300.718174199521
200157,9761.261872215364
200158,11850.113835647715
200159,3678.722976273218
200160,7409.3846688414715
200161,7674.959941886636
200162,6445.097385690587
200163,1512.7273753758418
200164,18723.62943932914
200165,17584.69551790889
200166,24866.070461984098
200167,3763.231102719733
200168,41362.376634796216
200169,944.77004741267
200170,2252.6096421488105
200171,7338.579811013916
200172,2086.886015405414
200173,33516.927328184254
200174,1507.5061408735712
200175,2893.110489988858
200176,8556.02792963639
200177,5747.654135327194
200178,4814.262364058726
200179,4066.679675816429
200180,1007.3047370564417
200181,16949.492025546704
200182,4409.651323122035
200183,2273.436381958007
200184,3425.6973365359427
200185,3562.8853711303964
200186,2995.022307421958
200187,7689.876921237349
200188,14006.040891472769
200189,9921.145640439248
200190,3646.8799344130125
200191,3078.70021943426
200192,1138.2263571924386
200193,3777.0758686223567
200194,8129.082734806146
200195,2831.550227465715
200196,1137.8188335266007
200197,23304.508432098697
200198,1197.8293768463507
200199,4380.542368247846
200200,782.9798889165985
200201,9181.999505859436
200202,2158.359175744654
200203,1985.0618619957095
200204,7309.793970840977
200205,4984.1242606231735
200206,1133.386754980647
200207,4187.771846837664
200208,5528.567208789899
200209,1637.1179327865377
200210,12958.21154909642
200211,5079.610948538698
200212,7973.259174093871
200213,9869.565808303703
200214,20037.47790253733
200215,7523.218519916613
200216,3608.908896073503
200217,1623.6576787679612
200218,10132.476983413504
200219,1243.523945352895
200220,2546.0676243910025
200221,6125.473394309671
200222,2450.3761967473592
200223,867.9696918035426
200224,17106.327339982487
200225,3635.0545669128974
200226,1069.3211758308223
200227,7918.435356371476
200228,388.11118000966957
200229,6336.719440521969
200230,6612.881967162068
200231,4858.257092093217
200232,1131.5330394093803
200233,7143.695431827763
200234,511.638497027386
200235,7260.614232159169
200236,7806.708477973546
200237,4506.1851924381945
200238,9096.55195311517
200239,8145.450776438788
200240,24865.889155496978
200241,12184.519022171982
200242,4208.142978584829
200243,3228.257572889783
200244,7115.987924905393
200245,5055.404576501961
200246,4653.251283457397
200247,2576.230739533701
200248,733.3671198820618
200249,9806.57717011395
200250,26014.765830077056
200251,9837.642862171242
200252,849.2417933097266
200253,10155.046376131171
200254,9625.727043626852
200255,8341.29463345504
200256,2520.1080158364653
200257,10562.224101733382
200258,4159.666924099735
200259,8018.333706252063
200260,1499.6012036237971
200261,5100.02495394381
200262,3150.1198304097065
200263,10068.075276274014
200264,6000.7199286907535
200265,4927.898005431037
200266,1239.5387959055886
200267,11224.16501303576
200268,8701.462304162962
200269,4059.6862340634148
200270,10521.84028474859
200271,3139.5123462645647
200272,2637.3524634599844
200273,15604.935882200032
200274,720.0915987623334
200275,14734.667276438262
200276,2295.417455149309
200277,2965.3291480985094
200278,1867.3774753935948
200279,12611.65168778685
200280,2855.5105473999006
200281,811.4643889151572
200282,15260.560979967944
200283,5488.235093597241
200284,679.7922187302502
200285,4852.904369512966
200286,1727.1477546232265
200287,11453.077043320747
200288,13401.206829157623
200289,3825.9809547585455
200290,6550.288037004174
200291,11790.77765190243
200292,2715.8283943090078
200293,10169.035474525885
200294,6395.585869076311
200295,1757.3711419558865
200296,3033.6919696798473
200297,8024.645238134605
200298,1376.1321260937912
200299,4650.321953843508
200300,5408.734190252338
200301,6812.039620755942
200302,1810.41254537061
200303,6549.723218170524
200304,3040.154741739417
200305,3917.4092795639267
200306,1814.7547469509514
200307,16446.068051475133
200308,1654.5690061454031
200309,1302.315128080502
200310,1016.6258772968268
200311,1267.771954693729
200312,11814.43506297281
200313,1852.025195943396
200314,3895.171895935575
200315,1327.3257458118565
200316,38434.6754236254
200317,2914.4066692102915
200318,620.2013015677071
200319,8556.878302900857
200320,3288.194433274762
200321,26815.981240548193
200322,9730.183759164398
200323,1516.2504718263624
200324,25054.374765828845
200325,5417.708824980739
200326,2376.305780864127
200327,18192.15788969641
200328,1040.9240556316263
200329,8338.210376493089
200330,1910.3973142219934
200331,1543.8875243112045
200332,11891.241795668173
200333,1285.2539889417862
200334,725.1051036661762
200335,1604.610031848207
200336,1499.9654527740731
200337,1180.8545123429847
200338,1846.197657159291
200339,13835.288054019431
200340,26113.186753941554
200341,3281.9026887286427
200342,5479.162408836189
200343,1936.4262808461588
200344,4945.024827235358
200345,6557.699878337754
200346,1267.7357071226063
200347,9237.125412781073
200348,10687.2369315124
200349,858.4360868731516
200350,13433.129285788398
200351,2541.509726655068
200352,648.6065386873832
200353,1606.764225686451
200354,3765.5415569078777
200355,767.4100682403863
200356,3743.023042262965
200357,1646.8423495800182
200358,2816.8545889473717
200359,9099.712061734337
200360,18103.792155984036
200361,1787.1511626608362
200362,2339.719693517942
200363,2039.62259744626
200364,5874.580549988962
200365,10471.979983912497
200366,2137.9187485773623
200367,5874.833806963841
200368,7926.933663110937
200369,5676.693266890245
200370,1118.1175549469074
200371,10817.493590036092
200372,1425.284866952436
200373,1041.1988091865635
200374,1509.517270933765
200375,1331.1927517022782
200376,2293.7633911450794
200377,1821.7547934429128
200378,1458.3876599145167
200379,1773.7635670633172
200380,1009.1322361339379
200381,3313.8504988849363
200382,30684.24092548941
200383,2112.8659815123247
200384,2960.067813198336
200385,900.4534868934522
200386,1494.9775675671472
200387,4277.860331029895
200388,6855.139815878874
200389,6320.316291238704
200390,300.58741953827814
200391,3808.8300774135214
200392,1450.2757713687793
200393,2779.131800461298
200394,4260.054387281604
200395,1176.8034468104202
200396,3185.583254558153
200397,1003.1110113140807
200398,1961.6697819596627
200399,985.7649703831629
200400,1801.522341636938
200401,4458.00883116952
200402,1717.6640332723005
200403,3455.6722404189163
200404,692.8827637600615
200405,781.6640709736813
200406,2287.773065679506
200407,1711.787820300985
200408,6486.340574126381
200409,13490.16278374008
200410,6473.735019731072
200411,1411.3213148333534
200412,19537.87686444204
200413,11884.240740374187
200414,5054.490976711532
200415,8682.38885437924
200416,8104.148723294236
200417,1906.4933361672597
200418,1247.1121187234567
200419,15783.833375970504
200420,18557.30124266219
200421,1748.2961971559744
200422,1672.1823872583745
200423,1123.120983744279
200424,52093.71262479706
200425,10229.46114046265
200426,4200.471633807407
200427,18291.988694024858
200428,1618.5327715578267
200429,6636.730767035585
200430,4641.805924265657
200431,2572.9815039288073
200432,4376.804011980577
200433,15321.064951154138
200434,782.7056981657964
200435,5146.07897998698
200436,11621.965451784563
200437,1005.2613078579448
200438,542.1212028018064
200439,1357.4137353916374
200440,1428.8557525541755
200441,1132.5133883847102
200442,1643.5586979918162
200443,7079.989702674674
200444,1384.7869348164947
200445,3091.1693184631827
200446,4297.825682041614
200447,6864.37493918234
200448,14403.242177238224
200449,1336.8192218149504
200450,2933.731456841372
200451,1304.8485389927096
200452,4031.810383787513
200453,3272.214339927014
200454,1439.7475933405112
200455,7144.658096857379
200456,1293.110206202675
200457,1231.9998047330894
200458,1193.7862974884897
200459,4932.209446365551
200460,3354.0400640462067
200461,4002.226474977475
200462,7177.586385078068
200463,8162.652501658583
200464,1197.692191460927
200465,8791.424067343445
200466,2211.803566621407
200467,3629.1730489604843
200468,2286.916680299148
200469,743.1447158460298
200470,9970.783775297228
200471,697.638380101282
200472,6215.9446970041845
200473,41480.61659905757
200474,1931.7549455844355
200475,3958.722903107469
200476,12501.050526605664
200477,5115.109523950165
200478,4987.5198213929425
200479,1287.479757341255
200480,7411.436032984017
200481,1728.1751840494167
200482,1549.1926277249013
200483,2306.3392493188026
200484,2375.3446493335277
200485,5167.19845904944
200486,4740.712873699794
200487,8298.610382412084
200488,1011.0029901436325
200489,4464.187347762528
200490,8236.585799165381
200491,9305.913261631571
200492,20730.62872127386
200493,232.0834321128242
200494,3238.9783328598974
200495,5387.754109809347
200496,467.23778753498044
200497,573.6028735904441
200498,18294.972512869903
200499,877.5246829059791
200500,5483.695264429601
200501,4298.704573988433
200502,1907.5350882472665
200503,781.395734593973
200504,2445.734468542499
200505,6022.396614324644
200506,394.121075613481
200507,3965.260297682227
200508,2069.189533616635
200509,1789.2927625796724
200510,7585.283719506498
200511,10921.398444675082
200512,24289.569322773852
200513,14144.218316811026
200514,11949.560713279148
200515,665.9238238226768
200516,23025.059933721524
200517,10498.390199282077
200518,2559.312885257099
200519,11878.4112086512
200520,2245.4371524776143
200521,23251.42141382164
200522,350.9204913637696
200523,4393.549602734848
200524,8473.807828279736
200525,423.2612168829814
200526,603.5541528213907
200527,5163.846866601493
200528,3455.905490184716
200529,784.8564172317509
200530,8625.232679699433
200531,15977.457353859516
200532,2751.3126635624585
200533,20112.073876710532
200534,1352.6052996754809
200535,1098.8854646817535
200536,1176.3524761261624
200537,1231.7903301823192
200538,4327.417368264395
200539,6648.904479213334
200540,2761.5937741114867
200541,2595.8017966935613
200542,2822.7233893537723
200543,4715.109814734546
200544,628.5795642135187
200545,3503.523021563384
